word,vocab_rank,semantic_rank,zone,pc1,pc2
accretion,417,57575,red,0.048454295038515324,0.2422649334436814
accrington,418,18667,red,0.114258469327919,-0.0991077090682853
accrue,419,56603,red,0.003924605370480672,0.1790624028244455
accrued,420,59780,red,-0.01487242017640621,0.10722882297880891
accruing,421,42625,red,0.09505173283353119,0.24068774106558494
accumulate,422,46816,red,-0.1487245819443196,0.037875539725449714
accumulated,423,32294,red,-0.2887976984109859,0.08700545725705956
accumulates,424,67802,red,0.06391663855967436,0.22701982073093546
accumulating,425,50196,red,-0.15274738129690313,0.22192116667646966
accumulation,426,55925,red,-0.20115476586657338,0.29753045824607094
accumulations,427,57380,red,0.03546301782970349,0.20941367432470892
accuracy,428,12045,red,-0.3227292247943865,0.1406587252564758
accurate,429,10157,red,-0.3904867908313304,0.11341651860323546
accurately,430,18561,red,-0.2835687537692869,0.13527718663945934
accusation,431,48995,red,-0.22357595460467847,-0.026525127798358476
accusations,432,31445,red,-0.3882014173436436,-0.04115598415397308
accusative,433,59515,red,0.07017821913350664,0.09068784358630105
accuse,434,29006,red,-0.2629185366965174,-0.052172828922800556
accused,435,12145,red,-0.44999692494406845,-0.2719752841344876
accuser,436,60502,red,0.0021987800750038894,-0.11822365643343638
accusers,437,53609,red,0.05376657701121401,0.042801254942293324
accuses,438,19127,red,-0.1947968810016753,-0.1862382318816926
accusing,439,25556,red,-0.351869626407112,-0.15021020205266927
accustomed,440,32281,red,-0.2973300270738419,0.21963316284885157
accuweather,441,42512,red,0.07238247749286464,-0.0698760750952429
acd,442,48384,red,0.1431599065180655,0.06681836240813878
ace,443,8319,red,-0.18999516688638565,-0.23870437192488903
acebes,444,28472,red,0.05486935775188915,0.081858585994139
aced,445,61400,red,0.23260860905693678,-0.002804615352065287
aceh,446,18617,red,-0.18462113732505275,-0.08157512324360991
acehnese,447,44364,red,0.01779676642901659,0.13906761591494252
acela,448,19112,red,0.04631682506931812,0.0581452888560589
acer,449,23196,red,0.04386264372143709,-0.0757698008241589
acerbic,450,65768,red,0.0982503229929319,0.12381710678250156
aces,451,40168,red,-0.10213456945243328,-0.08008071528284752
acetaminophen,452,30968,red,0.0401579800839846,0.09226368069845967
acetate,453,53924,red,0.07884163373377304,0.1423802275672498
acetic,454,52143,red,0.09000957235072254,0.16442638583442631
acetone,455,58027,red,0.11476851190641045,0.1928283835741961
acetylcholine,456,41462,red,0.10088904718767264,0.19382559304357125
acetylene,457,6451,red,0.10050171431855191,0.14234631873371423
acevedo,458,62110,red,0.1164778202926568,-0.16775939416208455
acf,459,54879,red,0.10103800074490077,-0.03228844288152213
acftu,460,45169,red,0.08065833027833728,0.010298284132759999
